名称,年代,类型,图片,详情
明象牙笔筒,明代,文具,https://www.gdmuseum.com/upload/cn/image/2023-02/1677466334184.jpg,https://www.gdmuseum.com/cn/col49/34845
明陈献章“沧海龙吟琴”,明代,乐器、法器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677466068951.jpg,https://www.gdmuseum.com/cn/col49/34844
明牙雕山水笔筒,明代,,https://www.gdmuseum.com/upload/cn/image/2023-02/1677465637016.jpg,https://www.gdmuseum.com/cn/col49/34843
明青玉蒲纹圭,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677465371259.jpg,https://www.gdmuseum.com/cn/col49/34842
明中期青玉花鸟三镶如意,明中期,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677463207833.jpg,https://www.gdmuseum.com/cn/col49/34841
明青玉螭虎纹洗,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677462820319.jpg,https://www.gdmuseum.com/cn/col49/34840
明白玉鹿山子,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677462384652.jpg,https://www.gdmuseum.com/cn/col49/34839
明晚期青白玉荷叶洗,明晚期,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677461624622.jpg,https://www.gdmuseum.com/cn/col49/34838
明白玉花形插,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677057256762.jpg,https://www.gdmuseum.com/cn/col49/24834
明早期白玉花卉杯托,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677057161121.jpg,https://www.gdmuseum.com/cn/col49/24833
明嘉靖白玉牡丹执壶,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677057043181.jpg,https://www.gdmuseum.com/cn/col49/24832
明玉雕凤纹笔杆,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677056930216.jpg,https://www.gdmuseum.com/cn/col49/24831
明白玉雕棕扫柄,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677056820000.jpg,https://www.gdmuseum.com/cn/col49/24830
明玉雕梅花纹方印盒,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677056654139.jpg,https://www.gdmuseum.com/cn/col49/24829
明白玉透雕莲花杯,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677056533151.jpg,https://www.gdmuseum.com/cn/col49/24828
明玛瑙雕桃形杯,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677056400700.jpg,https://www.gdmuseum.com/cn/col49/24827
明水晶雕山形笔架,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677056284812.jpg,https://www.gdmuseum.com/cn/col49/24826
寿山石雕竹林风景印章,清代,玺印符牌,https://www.gdmuseum.com/upload/cn/image/2023-02/1677056143792.jpg,https://www.gdmuseum.com/cn/col49/24825
玉龟钮印章,明代,玺印符牌,https://www.gdmuseum.com/upload/cn/image/2023-02/1677055607943.jpg,https://www.gdmuseum.com/cn/col49/24824
明雕花寿字长方玉盒,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677055513430.jpg,https://www.gdmuseum.com/cn/col49/24823
明三足小玉炉,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677055385581.jpg,https://www.gdmuseum.com/cn/col49/24822
乾黄石文彭刻章,清代,玺印符牌,https://www.gdmuseum.com/upload/cn/image/2023-02/1677054204478.jpg,https://www.gdmuseum.com/cn/col49/24821
明青玉刻梅竹福寿壶,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677054054091.jpg,https://www.gdmuseum.com/cn/col49/24820
明青玉雕荔枝桃形杯,明代,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2023-02/1677053861647.jpg,https://www.gdmuseum.com/cn/col49/24819
明末清初端石雕芦雁纹随形砚,明末清初,文具,https://www.gdmuseum.com/upload/cn/image/2023-02/1677053500656.jpg,https://www.gdmuseum.com/cn/col49/24818
明端石抄手砚,明代,文具,https://www.gdmuseum.com/upload/cn/image/2023-02/1677053391313.jpg,https://www.gdmuseum.com/cn/col49/24817
端石琴式砚,,文具,https://www.gdmuseum.com/upload/cn/image/2023-02/1677053247979.jpg,https://www.gdmuseum.com/cn/col49/24816
明张萱兰亭砚,明代,文具,https://www.gdmuseum.com/upload/cn/image/2023-02/1677053163436.jpg,https://www.gdmuseum.com/cn/col49/24815
清仿宣德朝天耳三足铜炉,清代,铜器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677053024279.jpg,https://www.gdmuseum.com/cn/col49/24814
明铜错金龟,明代,铜器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677052871638.jpg,https://www.gdmuseum.com/cn/col49/24813
明犀牛形铜水注,明代,铜器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677052706174.jpg,https://www.gdmuseum.com/cn/col49/24812
明麒麟铜熏炉,明代,铜器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677052550966.jpg,https://www.gdmuseum.com/cn/col49/24811
明象形铜水盂,明代,铜器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677052412909.jpg,https://www.gdmuseum.com/cn/col49/24810
明仿汉铜瓦臂櫊,明代,铜器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677052285888.jpg,https://www.gdmuseum.com/cn/col49/24808
明蕉叶纹铜瓶,明代,铜器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677052161874.jpg,https://www.gdmuseum.com/cn/col49/24807
明铜兽,明代,铜器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677051694274.jpg,https://www.gdmuseum.com/cn/col49/24806
明飞兽,明代,铜器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677051592998.jpg,https://www.gdmuseum.com/cn/col49/24805
彭睿壦竹石图,清代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677051479634.jpg,https://www.gdmuseum.com/cn/col49/24804
明蒋乾冰高士图轴,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677051372771.jpg,https://www.gdmuseum.com/cn/col49/24803
张誉松林玩月图轴,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677051247344.jpg,https://www.gdmuseum.com/cn/col49/24802
赵焞夫画陈子壮等诸家题肤公雅奏图卷,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677051137492.jpg,https://www.gdmuseum.com/cn/col49/24801
明陈献章肖像轴,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677050388254.jpg,https://www.gdmuseum.com/cn/col49/24800
梁孜山水卷,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677050214312.jpg,https://www.gdmuseum.com/cn/col49/24799
周道秋林独酌图（诸名士题）,清代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677049967705.jpg,https://www.gdmuseum.com/cn/col49/24798
清禹之鼎画邝露抱琴图,清代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677049837303.jpg,https://www.gdmuseum.com/cn/col49/24797
清高俨山中午读图轴,清代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677049695274.jpg,https://www.gdmuseum.com/cn/col49/24796
清陈恭尹隶书诗轴,清代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677049569375.jpg,https://www.gdmuseum.com/cn/col49/24795
明周天球等六家书扇页,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677049440322.jpg,https://www.gdmuseum.com/cn/col49/24794
明祝允明楷书简亭记册,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677048303399.jpg,https://www.gdmuseum.com/cn/col49/24793
明天然（僧）行书轴,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677048186424.jpg,https://www.gdmuseum.com/cn/col49/24792
明今释（僧）行书卷,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677047152729.jpg,https://www.gdmuseum.com/cn/col49/24791
明梁元柱行书手卷,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677047061489.jpg,https://www.gdmuseum.com/cn/col49/24790
清屈大均陈恭尹梁佩兰等书画册,明末清初,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677046522925.jpg,https://www.gdmuseum.com/cn/col49/24789
明文征明行书自书词卷,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677036153442.jpg,https://www.gdmuseum.com/cn/col49/24788
明唐寅清时有隐图卷,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677036053570.jpg,https://www.gdmuseum.com/cn/col49/24787
明邝露行书卷,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677035929032.jpg,https://www.gdmuseum.com/cn/col49/24786
明陈子壮草书张秋即事诗轴,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677035822514.jpg,https://www.gdmuseum.com/cn/col49/24785
明谢时臣名园雅集图卷,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677035578928.jpg,https://www.gdmuseum.com/cn/col49/24784
清杨昌文兰竹图卷,清代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677035422271.jpg,https://www.gdmuseum.com/cn/col49/24783
明沈完兰亭修禊图轴,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677035281867.jpg,https://www.gdmuseum.com/cn/col49/24782
明丁云鹏玩蒲图轴,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677034967153.jpg,https://www.gdmuseum.com/cn/col49/24781
清汪士慎牡丹图轴,清代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677034409914.jpg,https://www.gdmuseum.com/cn/col49/24780
明钟学萱草图轴,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677034286917.jpg,https://www.gdmuseum.com/cn/col49/24779
明董其昌青山红树图轴,明代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677034056712.jpg,https://www.gdmuseum.com/cn/col49/24778
明嘉靖龙泉青釉浮雕人物瓷笔架,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677033887925.jpg,https://www.gdmuseum.com/cn/col49/24777
明嘉靖青白釉瓷太湖石,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677033734586.jpg,https://www.gdmuseum.com/cn/col49/24776
明德化窑达摩执鞋瓷像,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677033629779.jpg,https://www.gdmuseum.com/cn/col49/24775
明石湾翠毛釉陶笔筒,明代,陶器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677033480384.jpg,https://www.gdmuseum.com/cn/col49/24774
明石湾绿釉出戟博古寿字双耳三足陶炉,明代,陶器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677033273529.jpg,https://www.gdmuseum.com/cn/col49/24773
明石湾白釉冷纹菱花形盘,明代,陶器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677033057365.jpg,https://www.gdmuseum.com/cn/col49/24772
明德化梅鹿杯,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677032544323.jpg,https://www.gdmuseum.com/cn/col49/24771
明哥釉碎纹双系瓷盂,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677032395614.jpg,https://www.gdmuseum.com/cn/col49/24770
明石湾天蓝釉小口瓶,明代,陶器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677032170283.jpg,https://www.gdmuseum.com/cn/col49/24769
明石湾窑月白八卦琮式陶瓶,明代,陶器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677032012073.jpg,https://www.gdmuseum.com/cn/col49/24768
明石湾窑天蓝色三足鼓式陶水盂,明代,陶器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677031808528.jpg,https://www.gdmuseum.com/cn/col49/24767
明红绿彩花鸟纹瓷花盆,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677031677275.jpg,https://www.gdmuseum.com/cn/col49/24766
明潮州窑白釉炉,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677031509374.jpg,https://www.gdmuseum.com/cn/col49/24765
明德化窑爵杯,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677031382512.jpg,https://www.gdmuseum.com/cn/col49/24764
明青釉小盏,明,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677031194973.jpg,https://www.gdmuseum.com/cn/col49/24763
明青釉瓷渣斗,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677030727485.jpg,https://www.gdmuseum.com/cn/col49/24762
明石湾陶仿钧釉荷叶洗,明代,陶器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677030543783.jpg,https://www.gdmuseum.com/cn/col49/24761
明万历五彩笔杆,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677030188713.jpg,https://www.gdmuseum.com/cn/col49/24760
明代德化窑白釉笔架,明代,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-02/1677029995863.jpg,https://www.gdmuseum.com/cn/col49/24759
近代陈树人柏树图轴,近代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677028301416.jpg,https://www.gdmuseum.com/cn/col49/24758
近代陈树人淡黄杨柳舞春风轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677028014206.jpg,https://www.gdmuseum.com/cn/col49/24757
近代陈树人娘子关秋色轴,现代,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2023-02/1677027849683.jpg,https://www.gdmuseum.com/cn/col49/24756
清梅清山水册,清代,绘画,https://www.gdmuseum.com/upload/cn/image/2022-10/col49/1664611180828.jpg,https://www.gdmuseum.com/cn/col49/24125
高剑父南瓜图,近代,绘画,https://www.gdmuseum.com/upload/cn/image/2022-10/col49/1664607896079.jpg,https://www.gdmuseum.com/cn/col49/24124
明陈淳四时集瑞图屏轴,明代,书画,https://www.gdmuseum.com/upload/cn/image/2022-08/col49/1659318234923.jpg,https://www.gdmuseum.com/cn/col49/24123
北宋庆历八年木雕罗汉像,北宋,,https://www.gdmuseum.com/upload/cn/image/2022-05/col49/1651803676225.jpg,https://www.gdmuseum.com/cn/col49/24096
明永乐青花八角勾莲纹烛台,明永乐,陶瓷,https://www.gdmuseum.com/upload/cn/image/2023-04/1680750690602.jpg,https://www.gdmuseum.com/cn/col49/24095
十八世纪晚期中国乐器外销水彩画,十八世纪,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1651029656742.jpg,https://www.gdmuseum.com/cn/col49/23683
南朝波斯鎏金器,南朝,铜器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650887659112.jpg,https://www.gdmuseum.com/cn/col49/23671
清象牙雕佛像头,清,牙雕,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650885498602.jpg,https://www.gdmuseum.com/cn/col49/23670
清康熙宜兴紫砂象生瓜形壶,清康熙,陶器,https://www.gdmuseum.com/upload/cn/image/2023-03/1680243303887.jpg,https://www.gdmuseum.com/cn/col49/23669
明万历款黄釉五彩双龙纹盘,明万历,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650883962797.jpg,https://www.gdmuseum.com/cn/col49/23668
清雍正款胭脂红釉罐,清雍正,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650883766404.jpg,https://www.gdmuseum.com/cn/col49/23667
清宜兴蟹青色紫砂壶,民国,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650683136029.jpg,https://www.gdmuseum.com/cn/col49/23662
清道光宜兴方型提梁紫砂壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650683045119.jpg,https://www.gdmuseum.com/cn/col49/23661
清宜兴桶形茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650682720903.jpg,https://www.gdmuseum.com/cn/col49/23660
清宜兴阿陀童款方茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650682433508.jpg,https://www.gdmuseum.com/cn/col49/23659
清宜兴天远堂款茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650682002522.jpg,https://www.gdmuseum.com/cn/col49/23658
清康熙宜兴紫砂象生瓜形壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650681745086.jpg,https://www.gdmuseum.com/cn/col49/23657
清末有关广州的明信片等, 十九世纪 ,邮品,https://www.gdmuseum.com/upload/cn/image/2022-04/1650619075538.jpg,https://www.gdmuseum.com/cn/col49/23656
清末有关广州的明信片等, 十九世纪 ,邮品,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650619396755.jpg,https://www.gdmuseum.com/cn/col49/23655
清末有关广州的明信片等, 十九世纪 ,邮品,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650619022735.jpg,https://www.gdmuseum.com/cn/col49/23654
清末有关广州的明信片等, 十九世纪 ,邮品,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650619035593.jpg,https://www.gdmuseum.com/cn/col49/23653
清菩提叶彩绘茶叶制造过程,十九世纪,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650684778912.jpg,https://www.gdmuseum.com/cn/col49/23652
1987年范曾茶圣镜片设色,1987 年,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650618822211.jpg,https://www.gdmuseum.com/cn/col49/23650
清苏六朋人物轴,清,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650618785420.jpg,https://www.gdmuseum.com/cn/col49/23649
清左雄东坡赏荔图轴,清,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650618428790.jpg,https://www.gdmuseum.com/cn/col49/23648
清苏腾蛟仿唐六如眉山翰墨图,清,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650618329438.jpg,https://www.gdmuseum.com/cn/col49/23647
近代郑煦仕女轴,清,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650618060661.jpg,https://www.gdmuseum.com/cn/col49/23646
清华喦金屋春深图轴,清,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650617916849.jpg,https://www.gdmuseum.com/cn/col49/23645
当代阳江漆兰竹纹双格茶叶罐,当代,竹木雕,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650617862760.jpg,https://www.gdmuseum.com/cn/col49/23644
当代扁瓶形阳江漆双喜花蝶纹茶叶罐,当代,竹木雕,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650617779410.jpg,https://www.gdmuseum.com/cn/col49/23643
茶壶,当代,,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650617666838.jpg,https://www.gdmuseum.com/cn/col49/23642
十八世纪内锡外黑漆描金人物故事八角形扁茶叶盖罐,十八世纪,漆器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650616361240.jpg,https://www.gdmuseum.com/cn/col49/23640
十九世纪黑漆描金售茶图茶叶盒,十九世纪,漆器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650616312528.jpg,https://www.gdmuseum.com/cn/col49/23639
十九世纪黑漆描金“制茶”图茶叶盒,清,漆器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615969280.jpg,https://www.gdmuseum.com/cn/col49/23638
十九世纪黑漆描金广州市王广兴款茶叶盒,十九世纪,漆器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615830771.jpg,https://www.gdmuseum.com/cn/col49/23637
十九世纪描金漆器制茶图双联罐茶叶盒,十九世纪,竹木雕,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615760492.jpg,https://www.gdmuseum.com/cn/col49/23636
民国锡刻山水图壶“肇城高兴”“贺锡”“净水”款,民国,铁器、其他金属器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615726549.jpg,https://www.gdmuseum.com/cn/col49/23635
“潮城春记”铭锡壶,清,,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615657830.jpg,https://www.gdmuseum.com/cn/col49/23634
清酸枝木镶螺钿双龙花鸟纹椭圆形托盘,清,竹木雕,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615626711.jpg,https://www.gdmuseum.com/cn/col49/23633
人物茶柜,清,家具,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614877242.jpg,https://www.gdmuseum.com/cn/col49/23632
清紫檀雕玉兰花杯,清,竹木雕,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614916724.jpg,https://www.gdmuseum.com/cn/col49/23631
清晚期石湾陶酱黄竹节茶壶,清,,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614959509.jpg,https://www.gdmuseum.com/cn/col49/23630
清康熙年制银鎏金元宝形杯托,清,金银器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615134526.jpg,https://www.gdmuseum.com/cn/col49/23629
清康熙年制银鎏金元宝形杯托,清,金银器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615148545.jpg,https://www.gdmuseum.com/cn/col49/23628
清康熙年制银鎏金元宝形杯托,清,金银器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615224152.jpg,https://www.gdmuseum.com/cn/col49/23627
清康熙年制银鎏金元宝形杯托,清,金银器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615224152.jpg,https://www.gdmuseum.com/cn/col49/23626
清康熙年制银鎏金元宝形杯托,清,金银器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615224152.jpg,https://www.gdmuseum.com/cn/col49/23625
清康熙年制银鎏金元宝形杯托,清,金银器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615224152.jpg,https://www.gdmuseum.com/cn/col49/23624
清康熙年制银鎏金元宝形杯托,清,金银器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615224152.jpg,https://www.gdmuseum.com/cn/col49/23623
清康熙年制银鎏金元宝形杯托,清,金银器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615362624.jpg,https://www.gdmuseum.com/cn/col49/23622
明玛瑙荷叶耳杯,清,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615394738.jpg,https://www.gdmuseum.com/cn/col49/23621
明玛瑙雕桃形杯,清,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615428973.jpg,https://www.gdmuseum.com/cn/col49/23620
清玛瑙直纹带盖执壶,清,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615516356.jpg,https://www.gdmuseum.com/cn/col49/23619
清烧蓝银杯,清,金银器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650615550024.jpg,https://www.gdmuseum.com/cn/col49/23618
清中期锡胎雕漆云纹杯,清,漆器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614846391.jpg,https://www.gdmuseum.com/cn/col49/23617
清嘉庆款景泰蓝嵌寿字小碗,清,珐琅器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614789807.jpg,https://www.gdmuseum.com/cn/col49/23616
清角盖杯,清,牙骨角器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614759287.jpg,https://www.gdmuseum.com/cn/col49/23615
清康熙黑地葫芦胎彩漆碗,清,漆器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614733305.jpg,https://www.gdmuseum.com/cn/col49/23614
清乾隆脱胎朱漆菊瓣盖碗,清,漆器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614630075.jpg,https://www.gdmuseum.com/cn/col49/23613
清铜胎掐丝珐琅勾莲纹壶,清,珐琅器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614590437.jpg,https://www.gdmuseum.com/cn/col49/23612
清中期铜胎珐琅小杯,清,珐琅器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614563010.jpg,https://www.gdmuseum.com/cn/col49/23611
清中期铜胎珐琅小杯,清,珐琅器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614516915.jpg,https://www.gdmuseum.com/cn/col49/23610
清竹纹镶玉锡壶,清,铁器、其他金属器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614486506.jpg,https://www.gdmuseum.com/cn/col49/23609
清兰花纹镶玉锡壶,清,铁器、其他金属器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614446612.jpg,https://www.gdmuseum.com/cn/col49/23608
清镶玉锡茶壶,清,铁器、其他金属器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614382758.jpg,https://www.gdmuseum.com/cn/col49/23607
清黄洽款六角梅花纹锡壶,清,铁器、其他金属器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614314400.jpg,https://www.gdmuseum.com/cn/col49/23606
清宜兴加彩方形陶茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614282229.jpg,https://www.gdmuseum.com/cn/col49/23605
清宜兴茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614241166.jpg,https://www.gdmuseum.com/cn/col49/23604
清宜兴树头茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614208940.jpg,https://www.gdmuseum.com/cn/col49/23603
明白玉雕双龙杯托,明,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614164784.jpg,https://www.gdmuseum.com/cn/col49/23602
明青白玉花鸟杯托,明,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614125230.jpg,https://www.gdmuseum.com/cn/col49/23601
明青玉桃形杯,明,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614087758.jpg,https://www.gdmuseum.com/cn/col49/23600
明早期墨玉白兰耳杯,明,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614057262.jpg,https://www.gdmuseum.com/cn/col49/23599
明早期青玉雕花形杯,明,玉石器、宝石,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650614002406.jpg,https://www.gdmuseum.com/cn/col49/23598
清光绪广彩铜提梁有盖八角瓷茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650613973927.jpg,https://www.gdmuseum.com/cn/col49/23597
清广彩人物盘,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650613851871.jpg,https://www.gdmuseum.com/cn/col49/23596
清乾隆广彩开光西洋人物银盖瓷茶叶罐,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650613792877.jpg,https://www.gdmuseum.com/cn/col49/23595
清乾隆广彩开光人物故事图瓷茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650613752678.jpg,https://www.gdmuseum.com/cn/col49/23594
清乾隆款珐琅彩龙凤瓷茶盘,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650613700468.jpg,https://www.gdmuseum.com/cn/col49/23593
民国胭脂红釉瓷盖杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650612912314.jpg,https://www.gdmuseum.com/cn/col49/23587
